Experimental molecular inhibitory activities against angiotensin converting enzymes (ACE),,,
,,,
Sr. no. ,Molecular_SMILES,PubChem-CID,Experimental_activities (Active-1/Inactive-0)
398,P(O)(O)(=O)CC(=O)N1CCC[C@H]1C(O)=O,44316778,1
399,OC(=O)[C@H]1N(CC2C1CCCC2)C(=O)[C@@H](NC(CCc1ccccc1)C(O)=O)C,44316862,1
400,SCCC(=O)N(CC(O)=O)C,13036947,1
401,O(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N[C@H](CCC(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCCC2)C(O)=O,44317023,1
402,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(CCC(=O)Nc1ccccc1)C(O)=O)C,20834249,1
403,SCCC(=O)N[C@@H](Cc1ccccc1)C(O)=O,13036944,1
404,SCCC(=O)N[C@@H](C(C)C)C(O)=O,44317115,1
405,Ic1ccc(NC(=O)CCC(N[C@H](C(=O)N2CCC[C@H]2C(O)=O)C)C(O)=O)cc1,44317124,1
406,S1C[C@H](N(C(=O)CCS)[C@H]1c1ccccc1O)C(O)=O,71244,1
407,P(OC)(O)(=O)C(N[C@H](C(=O)N1CCC[C@H]1C(O)=O)C)CCc1ccccc1,44317141,1
408,SC(Cc1ccccc1)C(=O)N[C@@H](C(=O)N1CCC[C@H]1C(O)=O)C,44317145,1
409,OC(=O)C(N[C@H](C(=O)N(CC(O)=O)C1Cc2c(C1)cccc2)C)CCc1ccccc1,13135337,1
410,SC1CCC1C(=O)N1CCC[C@H]1C(O)=O,22823240,1
411,OC(=O)[C@H]1N(Cc2c(C1)cccc2)C(=O)N(CC)C[C@H](CCc1ccccc1)C(O)=O,44317367,1
412,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN,5362119,1
413,SCCC(=O)N1CCC[C@H]1C(O)=O,99978,1
414,SC(C(=O)N[C@H](C(O)=O)CS)C,21152492,1
415,P(O[C@@H](CCCCN)C(=O)N1C[C@H](O)C[C@H]1C(O)=O)(O)(=O)CCCCc1ccccc1,14630769,1
416,S([C@@H]1C[C@H](N(C1)C(=O)[C@@H](OP(O)(=O)CCCCc1ccccc1)CCCCN)C(O)=O)c1ccccc1,14630749,1
417,P(O[C@@H](CCCCN)C(=O)N1C[C@H](C[C@H]1C(O)=O)Cc1ccccc1)(O)(=O)CCCCc1ccccc1,14630745,1
418,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(CCc1ccccc1)C(O)=O)C,13105154,1
419,O(Cc1ccccc1)C(=O)NC(C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(O)=O)C(O)=O)C,44316742,1
420,O(Cc1ccccc1)C(=O)N1CCCC1C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(O)=O)C(O)=O,44316848,1
421,O(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)N[C@H](CCC(=O)N1CCC[C@H]1C(O)=O)C(O)=O,44316849,1
422,P(O)(O)(=O)C(N[C@H](C(=O)N1CCC[C@H]1C(O)=O)C)CCc1ccccc1,44316850,1
423,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(CCc1c2c(ccc1)cccc2)C(O)=O)C,44316863,1
424,S1[C@H]2N([C@@H](C1)C(O)=O)C(=O)C(NC(CCc1ccccc1)C(O)=O)CCC2,44317014,1
425,OC(=O)CN(C(=O)C(N)C)c1ccc(cc1)C,15615011,1
426,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(CCC(C)C)C(O)=O)C,44317220,1
427,SCC(N)C(=O)N1CCC[C@H]1C(O)=O,44317221,1
428,SC[C@@H]1CC(=O)N2N([C@@H](CCC2)C(O)=O)C1=O,44317350,1
429,SCN1C(=O)N2N(CC=C[C@H]2C(O)=O)C1=O,44317359,1
430,S[C@H]([C@@H](Cc1ccccc1)C(=O)N[C@H](C(O)=O)C)CC(C)C,10426368,1
431,SC(C(C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)CCc1ccccc1,44384274,1
432,SC(C(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)CC(C)C,44384300,1
433,SC(C(Cc1ccccc1)C(=O)NC(C(O)=O)C)CCc1ccccc1,44298353,1
434,SC(C(Cc1ccccc1)C(=O)NC(C(O)=O)C)CC(C)C,9905282,1
435,SC([C@H](Cc1ccccc1)C(=O)N[C@H](C(O)=O)C)CC(C)C,44384213,1
436,S[C@@H]([C@H](Cc1ccccc1)C(=O)N[C@H](C(O)=O)C)CC(C)C,10381547,1
437,SC(C(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)CCc1ccccc1,44385237,1
438,SC(CC(C)C)CC(=O)NC(Cc1ccccc1)C(O)=O,44384017,1
439,S[C@H]([C@H](Cc1ccccc1)C(=O)N[C@H](C(O)=O)C)CC(C)C,10336328,1
440,SC(Cc1ccccc1)CC(Cc1ccccc1)C(=O)NC(C(O)=O)C,44298544,1
441,SC(C(CC)C)CC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)N,44298428,1
442,SC(Cc1ccccc1)CC(C(CC)C)C(O)=O,44298316,1
443,SC(Cc1ccccc1)CC(C(CC)C)C(=O)N1CCCC1C(O)=O,44298431,1
444,SC(CC(Cc1ccccc1)C(=O)NC(C(O)=O)C)c1ccccc1,44298467,1
445,SC(CCc1ccccc1)CC(C(CC)C)C(=O)NC(Cc1ccc(O)cc1)C(O)=O,44298205,1
446,S1C(=O)C(CC1Cc1ccccc1)C(CC)C,10014925,1
447,SC(C(CC)C)CC(Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,44298400,1
448,SC(C(CC)C)CC(Cc1ccccc1)C(=O)N[C@H](Cc1ccc(O)cc1)C(O)=O,44298529,1
449,SC(Cc1ccccc1)CC(C(CC)C)C(=O)NC(Cc1ccc(O)cc1)C(O)=O,44298403,1
450,SC(Cc1ccccc1)CC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(O)=O,44298425,1
451,SC(Cc1ccccc1)CC(Cc1ccccc1)C(=O)NCCC(O)=O,44298426,1
452,SC(Cc1ccccc1)CC(Cc1ccccc1)C(=O)N1CCCC1C(O)=O,44298355,1
453,SC(C(CC)C)CC(C(CC)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)N,44298401,1
454,SC(C(CC)C)CC(C(CC)C)C(=O)NC(Cc1ccc(O)cc1)C(O)=O,44298402,1
455,S1[C@H]2N([C@@H](C1)C(O)=O)C(=O)[C@@H](NC(CCc1ccccc1)C(O)=O)CCC2,44368554,1
456,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)CCCCN)Cc1c2c([nH]c1)cccc2)C,44324530,1
457,OC(=O)[C@H]1N(CCC1)C(=O)[C@H](NCC(O)=O)C,44368279,1
458,OC(=O)[C@H]1N(CCC1)C(=O)[C@H](NC(C(O)=O)C)C,44368523,1
459,SC[C@H](C(=O)N1CCCC1C(O)=O)C,448982,1
460,OC(=O)C1N(CCC1)C(=O)[C@H](CCC(O)=O)C,44305060,1
461,SCCC(=O)N1C(CCCC1C)C(O)=O,2834684,1
462,S(C(=O)C)CC(C(=O)Nc1ccccc1)C,2828746,0
463,O(C(CCc1ccccc1)C(O)=O)C(C(=O)N1Cc2c(CC1C(O)=O)cccc2)C,44459614,0
464,S(C(CCc1ccccc1)C(OCC)=O)C(C(=O)N1CCCC1C(O)=O)C,44459870,0
465,S(C(CCc1ccccc1)C(O)=O)C(C(=O)N1CCC[C@H]1C(O)=O)C,57393223,0
466,S1C[C@@H](N(C1)C(=O)C(SC(CCc1ccccc1)C(OCC)=O)C)C(O)=O,57396695,0
467,O(C(CCc1ccccc1)C(O)=O)C(C(=O)N1CCCC1C(O)=O)C,44459545,0
468,S(C(CCc1ccccc1)C(O)=O)C(C(=O)N1C2C(C[C@H]1C(O)=O)CCCC2)C,57394944,0
469,O(C(CCc1ccccc1)C(OCC)=O)C(C(=O)N1C2C(CC1C(O)=O)CCCC2)C,44459897,0
470,O(C(CCc1ccccc1)C(OCC)=O)C(C(=O)N1Cc2c(CC1C(O)=O)cccc2)C,44459680,0
471,O(C(CCc1ccccc1)C(OCC)=O)C(C(=O)N1CCCC1C(O)=O)C,44459908,0
472,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1C2C(C[C@H]1C(O)=O)CCCC2)C)CCc1ccccc1,13069290,0
473,S(=O)(C(CCc1ccccc1)C(OCC)=O)C(C(=O)N1C2C(C[C@H]1C(O)=O)CCCC2)C,57396692,0
474,S(C(CCc1ccccc1)C(OCC)=O)C(C(=O)N1Cc2c(C[C@H]1C(O)=O)cccc2)C,57396694,0
475,S(C(CCc1ccccc1)C(OCC)=O)C(C(=O)N1C2C(C[C@H]1C(O)=O)CCCC2)C,57398463,0
476,OC(=O)[C@H]1N(C2C(C1)CCCC2)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)C,9978465,0
477,S(C(=O)C)CCC(=O)N1Cc2c(cccc2)C1C(O)=O,44301397,0
478,S(C(=O)C)CC(C(=O)N1Cc2c(CC1C(O)=O)cccc2)C,12883918,0
479,O(C)c1cc2CC(N(Cc2cc1OC)C(=O)C(NC(CCc1ccccc1)C(OCC)=O)C)C(OCc1ccccc1)=O,13044267,0
480,S(C(=O)C)CC(C(=O)N1Cc2c(cccc2)C1C(O)=O)C,44301408,0
481,S(C(=O)C)CC(C(=O)N1CCc2c(C1)cccc2)C,44301410,0
482,SCC(C(=O)N1Cc2c(cccc2)C1C(O)=O)C,44301493,0
483,S(=O)(=O)([C@H](CCCC)CC(=O)NO)c1ccccc1,10493383,0
484,SCC(C(=O)N1Cc2c(CC1C(O)=O)cccc2)C,12942866,0
485,O(C)c1cc2CC(N(Cc2cc1OC)C(=O)C(NC(CCc1ccccc1)C(O)=O)C)C(O)=O,13044278,0
486,O(CC)C(=O)[C@H](N[C@H](C(=O)N1Cc2c(C[C@H]1C(O)=O)cccc2)C)CCc1ccccc1,24721360,0
487,S(=O)(=O)(C(CCCC)CC(=O)NO)c1cc2c(cc1)cccc2,10854279,0
488,OC(=O)C1N(CCc2c1cccc2)C(=O)C(NC(CCc1ccccc1)C(O)=O)C,44301544,0
489,OC(=O)C1N(Cc2c1cccc2)C(=O)C(NC(CCc1ccccc1)C(O)=O)C,44301552,0
490,O(C(=O)C1N(Cc2c(C1)cccc2)C(=O)C(NC(CCc1ccccc1)C(OCC)=O)C)CC,44301623,0
491,O(C)c1cc2C[C@H](N(Cc2cc1OC)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(OCC)=O)C)C(O)=O,91270,0
492,O(C)c1cc2CC(N(Cc2cc1OC)C(=O)C(NC(CCc1ccccc1)C(OCC)=O)C)C(OCC)=O,44301514,1
493,SCC(C(=O)N1CCc2c(C1)cccc2)C,20285352,1
494,S[C@@H](Cc1ccccc1)C(=O)NC1CCC[C@@H]2N([C@@H](CCC2)C(O)=O)C1=O,44342310,1
495,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1Cc2c(cccc2)[C@H]1C(O)=O)C)CCc1ccccc1,54468999,1
496,Clc1nc(n(Cc2ccc(cc2)-c2ccccc2-c2nn[nH]n2)c1CO)CCCC,3961,1
497,O=C1N(c2c(CC[C@@H]1N[C@@H](CCc1ccccc1)C(OCC)=O)cccc2)CC(O)=O,5362124,1
498,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1Cc2c(C[C@@H]1C(O)=O)cccc2)C)CCc1ccccc1,36688130,1
499,O(C)c1cc2C[C@H](N(Cc2cc1OC)C(=O)[C@@H](N[C@H](CCc1ccccc1)C(OCC)=O)C)C(O)=O,71461712,1
500,S[C@@H](Cc1ccccc1)C(=O)NC1CCCC(N(CC(O)=O)C1=O)(C)C,44342309,1
501,P(O[C@H](OC(=O)CC)C(C)C)(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1,9601226,1
502,S([C@H]1C[C@H](N(C1)C(=O)[C@@H](CSC(=O)c1ccccc1)C)C(O)=O)c1ccccc1,92400,1
503,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@H](C[C@H]1C(O)=O)CCC2)C)CCc1ccccc1,5362129,1
504,O(CC)C(=O)[C@@H](N[C@H](C(=O)N1[C@@H]2[C@@H](C[C@H]1C(O)=O)CCCC2)C)CCc1ccccc1,5484727,1
505,S(C[C@@H](Cc1cc2OCOc2cc1)C(=O)N[C@H](C(OCc1ccccc1)=O)C)C(O)=O,44342481,1
506,SC(CC(C)C)CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(O)=O,44383743,1
507,SC(C(Cc1ccccc1)C(=O)NC(C(CC)C)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)C,44384394,1
508,SC(C(Cc1ccccc1)C(=O)NCC(O)=O)C,10107034,1
509,SC(C(Cc1ccccc1)C(=O)NC(CCCC)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)C,44383695,1
510,SC(C(Cc1ccccc1)C(=O)NC(C(C)C)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)C,44385190,1
511,S[C@@H]1CC(N(C1)c1ncc(cn1)CCC)CNCc1cc(F)ccc1F,44401169,1
512,O1c2c(cccc2)C(=O)C=C1N1CCOCC1,131255,1
513,S(=O)(=O)(N1C[C@H](S)CC1C(=O)NN(S(=O)(=O)c1ccc(cc1)C)C)c1cc2c(cc1)cccc2,44400757,1
514,S(=O)(=O)(N1C[C@H](S)CC1C(=O)N(CC(=O)Nc1ccccc1C(OC)=O)C)c1cc2c(cc1)cccc2,44388021,1
515,SC[C@@H](C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O)[C@@H]1CCc2cc(OC)ccc12,44303110,1
516,S[C@H](Cc1ccccc1)C(=O)N[C@H]1Cc2c(C3N([C@H](CCC3)C(O)=O)C1=O)cccc2,44404945,1
517,S1C2N([C@@H](CCC2)C(O)=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCC1,44404953,1
518,SCC(Cc1ccccc1)C(=O)NCCC(O)=O,123742,1
519,Oc1cc2c([nH]cc2C[C@H](N)C(=O)N[C@@H](CCCN)C(=O)N2CCC[C@H]2C(O)=O)cc1,11774785,1
520,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)[C@@H](NC)Cc1c2c([nH]c1)cccc2)CCCN,9910508,1
521,s1cc(cc1)C[C@H](N)C(=O)N[C@@H](CCCN)C(=O)N1CCC[C@H]1C(O)=O,11176510,1
522,OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](NC(=O)CCc1[nH]c2c(n1)cccc2)CCCN,44409992,1
523,OC(=O)[C@@H](NC(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN)Cc1c2c([nH]c1)cccc2,16007169,1
524,OC(=O)[C@@H](NC(=O)[C@@H](N[C@H](CCc1ccccc1)C(O)=O)CCCCN)Cc1c2c([nH]c1)cccc2,44415488,1
525,O(C(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N[C@@H](Cc1ccccc1)C(O)=O,11992494,1
526,O(C(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N1CCC[C@H]1C(O)=O,11992492,1
527,O(C(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,11992493,1
528,Oc1ccc(cc1)C[C@H](NC(=O)N(CC(C)C)C[C@H](O)C(O)=O)C(O)=O,44454700,1
529,OC(=O)[C@@H](NC(=O)N(CC(C)C)C[C@H](O)C(O)=O)Cc1c2c(ccc1)cccc2,44454730,1
530,OC(=O)[C@@H](NC(=O)N(CC(C)C)C[C@H](O)C(O)=O)Cc1c2c([nH]c1)cccc2,44454780,1
531,O=C1N(CCN(C[C@H](O)C(O)=O)C(=O)N[C@@H](Cc2cc3c(cc2)cccc3)C(O)=O)C(=O)c2c3c1cccc3ccc2,24882714,1
532,Oc1cc(ccc1O)C[C@H](NC(=O)N(CC(C)C)C[C@H](O)C(O)=O)C(O)=O,44454674,1
533,O=C1c2cc(ccc2-c2c1cccc2)CN(C[C@H](O)C(O)=O)C(=O)N[C@@H](Cc1cc2c(cc1)cccc2)C(O)=O,44454596,1
534,OC(=O)[C@@H](NC(=O)N(CC(C)(C)C)C[C@H](O)C(O)=O)Cc1cc2c(cc1)cccc2,44454648,1
535,O=C1c2c(ccc(c2)CN(C[C@H](O)C(O)=O)C(=O)N[C@@H](Cc2cc3c(cc2)cccc3)C(O)=O)C(=O)c2c1cccc2,44454536,1
536,OC(=O)[C@@H](NC(=O)N(CC(C)C)C[C@H](O)C(O)=O)Cc1ccc(cc1)-c1ccccc1,9932329,1
537,P(O)(O)(=O)CN(CC(C)C)C(=O)N[C@@H](Cc1cc2c(cc1)cccc2)C(O)=O,44454833,1
538,OC(=O)[C@@H](NC(=O)N(CC(C)C)C[C@H](O)C(O)=O)Cc1cc2c(cc1)cccc2,9844054,1
539,OC(=O)[C@@H](NC(=O)N(Cc1cc2Cc3c(-c2cc1)cccc3)C[C@H](O)C(O)=O)Cc1cc2c(cc1)cccc2,44454905,1
540,O1c2c(ccc(O)c2O)C(=O)c2c1cc(O)cc2O,5479774,1
541,O1c2c(ccc(O)c2O)C(=O)c2cc(O)c(O)cc12,10355232,1
542,S(Cc1ccccc1)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586759,1
543,S(CCc1ccccc1)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586760,1
544,S(CCCc1ccccc1)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586761,1
545,S(Cc1cc2c(cc1)cccc2)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586816,1
546,S(Cc1c2c(ccc1)cccc2)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586792,1
547,S(CCc1ccc(cc1)C(C)C)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586818,1
548,S(CCCc1ccc(cc1)C(C)C)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586819,1
549,S(Cc1cc(ccc1)C)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586820,1
550,S(Cc1ccccc1C)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586856,1
551,S(C)c1ccc(cc1)CS[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586857,1
552,S(Cc1ccc(cc1)C(C)(C)C)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586858,1
553,S(Cc1ccc(cc1)C1CCCCC1)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586859,1
554,S(Cc1ccc(cc1)C(C)C)[C@@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586817,1
555,S(Cc1ccc(cc1)C(C)C)[C@H]1N(C(=O)[C@@H](CS)C)[C@@H](CC1)C(O)=O,44586860,1
556,S(Cc1ccc(F)cc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581551,1
557,S(Cc1ccc(cc1)C(C)(C)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581587,1
558,S(Cc1ccc(cc1)C1CCCCC1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581589,1
559,S(Cc1ccc(OC)cc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581623,1
560,S(Cc1ccc(cc1)C#N)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581628,1
561,S(C(CC)c1ccc(cc1)C(C)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581663,1
562,S(C(C)(C)c1ccc(cc1)C1CCCCC1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,21967878,1
563,S(Cc1ccc(N(C)C)cc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,9906720,1
564,S(Cc1ccccc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,10448308,1
565,Brc1ccc(cc1)CSC[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581553,1
566,Ic1ccc(cc1)CSC[C@H](NC(=O)[C@@H](CS)C)C(O)=O,9803222,1
567,S(Cc1ccc(cc1)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581554,1
568,S(Cc1ccc(cc1)C(F)(F)F)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581555,1
569,S(Cc1ccc([N+](=O)[O-])cc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581658,1
570,S(C)c1ccc(cc1)CSC[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581659,1
571,Clc1ccc(cc1)CSC[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581552,1
572,S(Cc1ccc(cc1)C(C)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581586,1
573,S(Cc1ccc(cc1)-c1ccccc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581588,1
574,S(=O)(=O)(C)c1ccc(cc1)CSC[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581660,1
575,S(C(C)c1ccc(cc1)C(C)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581662,1
576,S(C(CCC)c1ccc(cc1)C(C)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,21967881,1
577,S(Cc1ccc(cc1)CC)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581584,1
578,S(Cc1ccc(cc1)CCC)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581585,1
579,S(Cc1ccc(OC(F)(F)F)cc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581624,1
580,S(Cc1ccc(OCC)cc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581625,1
581,S(Cc1ccc(Oc2ccccc2)cc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581626,1
582,S(Cc1ccc(N(CC)CC)cc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581627,1
583,S(C(C(C)C)c1ccc(cc1)C(C)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581700,1
584,S(C(CCCC)c1ccc(cc1)C(C)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581701,1
585,S(C(c1ccc(cc1)C(C)C)c1ccccc1)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581702,1
586,S(C(C)(C)c1ccc(cc1)C(C)C)C[C@H](NC(=O)[C@@H](CS)C)C(O)=O,44581703,1
587,SC(CC(=O)NC(Cc1ccccc1)C(O)=O)C(F)(F)F,45267758,1
588,SC(CC(=O)NC(Cc1c2c([nH]c1)cccc2)C(O)=O)C(F)(F)F,45270333,1
589,SC(CC(=O)NC(Cc1ccc(O)cc1)C(O)=O)C(F)(F)F,45267767,1
590,SC(CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(O)=O)C(F)(F)F,45269496,1
591,SC(CC(=O)NC(Cc1ccc(F)cc1)C(O)=O)C(F)(F)F,45272068,1
592,SC(C(F)(F)C(F)(F)F)CC(=O)NC(Cc1ccccc1)C(O)=O,45273826,1
593,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)[C@@H]1CCC[C@H]1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,45485266,1
594,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)CC(CC1ON=C(C1)c1ccc(cc1)C(F)(F)F)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,44628063,1
595,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)CC(CC1ON=C(C1)c1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,44628064,1
596,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)CC(Cc1onc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,45485236,1
597,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)CC(Cc1ccc(cc1)-c1ccccc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,44628065,1
598,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)CC(CC1ON=C(C1)c1ccccc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,44627959,1
599,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)C[C@H](Cc1onc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,44626708,1
600,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)C[C@H](Cc1onc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,44626710,1
601,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)C[C@H](Cc1onc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,11556698,1
602,S1[C@@H]2N([C@@H](CCC2)C(O)=O)C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CC1,656629,1
603,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)CC(CC1ON=C(C1)c1ccccc1)C(=O)N[C@H](C(O)=O)C,44627960,1
604,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)C[C@@H](Cc1onc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,44626604,1
605,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)C[C@@H](Cc1onc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,44626709,1
606,S(=O)(=O)(N[C@@H](CCCCN)C(=O)N[C@H](P(O)(=O)CC1(CCCC1)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O)Cc1ccccc1)C,9810328,1
607,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)C[C@@H](Cc1onc(c1)-c1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,44626711,1
608,O(C(=O)[C@H]1N(CCC1)C(=O)[C@H](N(C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C[C@H](O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@@H](N(C)C)C(C)C)C(C)C)C(C)C)CC(C)C)CC(=O)N)CC(C)C)[C@H](O)C)C)C)Cc1ccccc1)C,44255320,1
609,OCc1n2c(nc1CN(C)[C@H]1CCCc3c1nccc3)C=CC=C2N1CCN(CC1)C,11718722,1
610,P(O)(=O)([C@@H](NC(OCc1ccccc1)=O)Cc1ccccc1)C1CCC[C@H]1C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(O)=O,71456660,1
