Experimental inhibitory activities against 3CLpro,,,
,,,
Sr. no. ,Molecular_SMILES,PubChem-CID,Experimental_activities (Active-1/Inactive-0)
855,S(=O)(=O)(N)c1ccc(Nc2oc(C)c(n2)C)cc1,648308,0
856,O=C(CCC(=O)NCc1ccccc1)c1ccccc1,347385,0
857,O=C1N2NC(=CC2=NC(=C1)CCC)c1ccc(cc1)C,652947,0
858,Clc1ccc(S(=O)([O-])=N[S+](=O)(C)C)cc1,324076,0
859,Fc1cc2c(nc(cc2C(O)=O)-c2ccncc2)cc1,650625,0
860,O=C(NNC(=O)c1cc(ccc1)C)c1cc(ccc1)C,308279,0
861,S(=O)(=O)(N1CCN(C1)C(=O)c1ccc(cc1)C)C,645514,0
862,s1cc(nc1NC(=O)C)-c1cc2c(cc1)cccc2,346945,0
863,Oc1cc(N(CC)CC)ccc1C=Nc1ccccc1,641174,0
864,n1(c2c(cccc2)c(C#N)c1CN1CCN(CC1)C)C,607443,0
865,O=Nc1n2C=CC=Nc2nc1-c1cc([N+](=O)[O-])ccc1,339983,0
866,s1cccc1C(=O)N1CCn2c3c(nc12)cccc3,647851,0
867,Clc1ccc(SC(=O)NC2CCCCC2)cc1,306691,0
868,O(C(=O)c1cccnc1NC(=O)c1ccccc1)CC,302495,0
869,O(CCC)c1ccc(cc1)C(=O)NCc1cccnc1,648339,0
870,Clc1cccc(F)c1C(=O)NC(=O)NCC1CC1,342625,0
871,Fc1cc(F)ccc1-n1nnc(-c2ccccc2)c1C,342451,0
872,O1c2cc(ccc2OC1)C(=O)Nc1ccc(OC)cc1,321423,0
873,O(C(=O)Cn1cc(c2c1cccc2)C(=O)C1CC1)CC,651139,0
874,O1CCN(CC1)CC(O)CN1C(=O)C(NC1=O)(C)C,647728,0
875,s1c(nnc1SCc1cc(F)c(OC)cc1)N,644845,0
876,o1nc(nc1C1CCC(CC1)CCC)-c1cccnc1,646685,0
877,Clc1nnc(Cl)cc1Sc1ccccc1N,327172,0
878,s1nc(c2cc3c(nc12)c(F)c(F)c(F)c3F)C,639715,0
879,O(C(=O)C1CCCCC1)c1cc(-n2nnnc2)ccc1,647260,0
880,OCC(NCc1ccccc1)C#CCN1CCCCC1,646120,0
881,O=C(NC1CC2N(C(C1)CC2)Cc1ccc(cc1)C)C,648974,0
882,Clc1cc([N+](=O)[O-])ccc1OCCCNC(=O)C,309163,0
883,O(C(=O)c1n(ncc1)C)CC(=O)Nc1ccc(cc1)C,646602,0
884,S1c2c(NC(=O)CC1c1ccc(F)cc1)cccc2,646061,0
885,O=C(Nc1ccccc1-c1ccccc1)c1ccccc1,345522,0
886,O1CC(N=C1c1nc(ccc1)C=1OCC(N=1)(C)C)(C)C,343127,0
887,ClCC(=O)Nc1ccc(N=Nc2ccccc2)cc1,310168,0
888,Clc1ccc(S(=O)(=O)N2CCC(CC2)C)cc1,310129,0
889,O(C(=O)C)c1c2CC(C)=C(Cc2c(OC(=O)C)cc1)C,301926,0
890,Oc1ccc(cc1)-c1ccc(cc1)C(=O)c1ccccc1,344075,0
891,S(CCOC)c1nnc(n1C)-c1cc(ccc1)C#N,644950,0
892,O(C)c1cc2c(NC(C)=C(CN(CC)CC)C2=O)cc1,608398,0
893,Clc1cc(NC(=O)N(CC)c2ccccc2)ccc1,294985,0
894,Clc1ccc(S(=O)(=O)Nc2sccn2)cc1,306826,0
895,Clc1cc(NC(=O)NCCOC=C)ccc1Cl,646703,0
896,S(=O)(=O)(n1nc(nc1N)C(=O)N1CCOCC1)C,648936,0
897,O1C(=O)C(=Cc2ccc(N(C)C)cc2)C(OC1(C)C)=O,332919,0
898,o1cccc1C(=O)Nc1cc2Cc3c(-c2cc1)cccc3,648412,0
899,O=C1NC(=O)C2C1C1c3c(C2c2c1cccc2)cccc3,601392,0
900,OC(=O)C1CCCCC1C(=O)NCc1ccc(cc1)C,307336,0
901,S(=O)(=O)(N=C(SC)SC)c1ccc(cc1)C,319370,0
902,Clc1ccccc1C(=O)NCCOc1ccccc1,602767,0
903,Clc1cc(NC(=O)NCc2cccnc2)c(cc1)C,307542,0
904,Fc1cccc(F)c1C(Oc1ccccc1C(=O)C)=O,588086,0
905,O1c2c(cc(OC)c(OCC=C(C)C)c2O)C=CC1=O,644959,0
906,o1cccc1CNC(=O)Nc1ccc(OC)cc1OC,311251,0
907,S1C=C(NN2C1=NC(=NC2=N)N)c1ccc(F)cc1,650579,0
908,O(C)c1ccc(OC)cc1NC(=O)N(CC=C)CC=C,341725,0
909,O1C(CN(CC1C)C(=O)c1ccccc1NC(=O)C)C,651825,0
910,OC(=O)CCCC(=O)Nc1ccc(N2CCCC2)cc1,649459,0
911,O=C(Nc1c2c(ccc1)cccc2)Nc1ccc(cc1)C,295006,0
912,S(=O)(=O)(N1CCC(CC1)C(=O)N1CCOCC1)C,647201,0
913,S(Cc1ccccc1)C=1NC(=O)C(C(C)C)=C(O)N=1,646640,0
914,s1nc(SCCC)c(C(=O)N)c1SCCC,647793,0
915,P(Oc1cc(ccc1)C)(Oc1cc(ccc1)C)(=O)N,305765,0
916,o1cccc1CN1C(=O)c2c3c(cccc3ccc2)C1=O,305309,0
917,o1cccc1C=1NN2C(=NC(=CC2=O)c2ccccc2)C=1,342597,0
918,O(C)c1ccc(cc1)C(=O)Nc1c2c(ccc1)cccc2,303390,0
919,O1CCN(CC1)c1ncc(cc1)C(=O)N1CCOCC1,647844,0
920,S(CC(=O)NCc1occc1)c1nc(cc(n1)C)C,588017,0
921,s1c(nnc1NC(=O)Cc1ccccc1)CCOC,647858,0
922,s1nc(N2CCOCC2)c(Oc2ccc(cc2)C)n1,641399,0
923,S(Cc1cccnc1)c1nc2c(cc1C#N)cccc2,644883,0
924,O(C(=O)C(C(OCC)=O)=CNc1nccc(c1)C)CC,293095,0
925,s1c2c(CCCC2)c(C#N)c1NC(=O)CCC(O)=O,601254,0
926,S(C)c1ccc(cc1)-c1nn(nn1)CC(OCC)=O,644880,0
927,s1c(nnc1N(C(=O)C)CCOC)-c1ncccc1,649578,0
928,OC(=O)C1C2C(=C3C(CCCC3)C1C(O)=O)CCCC2,293120,0
929,O(C)c1ccc(OC)cc1NC(=O)N1CC(CCC1)C,312059,0
930,Brc1cc(NS(=O)(=O)N(C)C)ccc1,315807,0
931,O=[N+]([O-])c1cc(cc([N+](=O)[O-])c1NC1CCCCC1)C,306590,0
932,s1cc(nc1NC(=O)C)C(=O)Nc1c(n[nH]c1C)C,652326,0
933,s1c(nnc1N(C(=O)C)CCOC)-c1nccnc1,648361,0
934,O=C(Nc1ccccc1CC)C(Cc1cccnc1)C#N,646700,0
935,S(CC(=O)c1ccccc1)C(=S)N1CCCCC1,325090,0
936,O1c2cc(OC)ccc2C=C(C(=O)c2ccccc2)C1=O,342533,0
937,O1c2c(C=C(C(=O)NCc3ncccc3)C1=O)cccc2,644836,0
938,O(C)c1cc(N2C(=Nc3c(cccc3)C2=O)CC)ccc1,647819,0
939,S(=O)(=O)(n1nc(cc1)C)c1cc(C)c(OC)cc1C,647228,0
940,S(CC=C)c1nc2N(C)C(=O)N(C)C(=O)c2n1CC,648979,0
941,Clc1ccc(cc1)COCCNC(=O)c1[nH]ncn1,580598,0
942,Clc1ccc(cc1)C(=O)NC1(N2CCOCC2)CC1,342323,0
943,O1c2cc(ccc2OC1)C(=O)N1CCCc2c1cccc2,648913,0
944,O=[N+]([O-])c1cc(cc([N+](=O)[O-])c1NCCCCCC)C,306703,0
945,O=C(Nc1ccccc1)CN(C#N)c1nc(cc(n1)C)C,650125,0
946,n12nnnc1N=C1C(CCCC1)=C2NCc1cccnc1,644911,0
947,S1CCC(NC(=O)c2cc(OC)cc(OC)c2)C1=O,645432,0
948,O=C(NC1CCCCC1)Cn1c2cc(ccc2cc1)C#N,645441,0
949,s1c(C(=O)N2CCCCC2)c(nc1NC(=O)CC)C,644927,0
950,Clc1ccc(NC(=O)C2CCCCC2C(O)=O)cc1,294983,0
951,Clc1ccc(cc1)C(=O)Nc1cc2c(cc1)cccc2,307425,0
952,s1c(ccc1[N+](=O)[O-])C=Nc1c2c(ccc1)cccc2,314707,0
953,s1c2c(nc1NC1OC(=O)c3c1cccc3)cccc2,650030,0
954,O=C1C=2CCC3N(CCN(C=23)c2c1cc(cc2)C)C(=O)C,607627,0
955,S(=O)(=O)(N1CCC(CC1)C)c1cc(ccc1)C(=O)N,646672,0
956,S(CC(=O)N(C(C)C)C(C)C)c1nc(C)c(nn1)C,649575,0
957,S(C(=O)NC(=O)NC(=O)c1ccc([N+](=O)[O-])cc1)C,338515,0
958,O(C(=O)c1[nH]c(C(O)=O)c(CCC(OC)=O)c1C)CC,291752,0
959,O=C1N(N=C(C(OCC)=O)C(C)=C1C#N)c1ccccc1,648952,0
960,OC(=O)C(NC(=O)C(c1ccccc1)c1ccccc1)C,334134,0
961,O=C(Nc1ccc(nc1)NC(=O)CC)Cc1ccccc1,646148,0
962,s1c(nnc1N(C(=O)C1CCOC1)C)C1CCOC1,651149,0
963,O1c2cc(NC(=O)Nc3c(cccc3C)C)ccc2OC1,294198,0
964,O=C(Nc1ccc(nc1)NC(=O)C(C)C)c1ncccc1,649501,0
965,O=C(NCCCNC(=O)c1ncccc1)c1ncccc1,647219,0
966,S(Cc1ncccc1)c1nnc(n1C)-c1nccnc1,646713,0
967,O(CC(=O)Nc1ccc(N(C)C)cc1)c1ccc(cc1)C,645504,0
968,S(CC(=O)N1CCc2c1cccc2)c1ccccc1N,648920,0
969,O(C)c1ccccc1C(=O)Nc1ccccc1C(OC)=O,650638,0
970,O(C)c1ccc(NC(=O)Nc2ccccc2C(=O)N)cc1,315781,0
971,O(C)c1cc(ccc1)C(=O)Nc1ncc(NC(=O)C)cc1,649510,0
972,s1c(C(OC)=O)c(C)c(C(OC)=O)c1NC(=O)CC,644953,0
973,P(=O)(N1CCCCC1)(c1ccccc1)c1ccccc1,305880,0
974,o1c2c(CCCC2)c(C(=O)Nc2ccc(OC)cc2)c1C,646062,0
975,n-12c(C=Nc3c4c5c(n(c4ccc-13)CC)cccc5)ccc2,341783,0
976,Clc1cccc(F)c1CNC(=O)c1snnc1C,332921,0
977,Clc1cc(NC=2n3ncnc3N=C3C=2CCC3)ccc1,644941,0
978,O1c2c(c(O)c(C)c(O)c2)C(=O)CC1c1ccc(O)cc1,301798,0
979,O(C)c1cc([N+](=O)[O-])ccc1NC(=O)Cc1ccccc1,307332,0
980,O1C2C=CC13C(C2C(O)=O)C(=O)N(C3)Cc1ccncc1,647721,0
981,FC(F)(F)c1cc(NC(=O)NC2CCCCC2)ccc1,294966,0
982,FC(F)(F)c1cc(NC(=O)N2CCCCC2C)ccc1,310447,0
983,O(C(C)(C)C)C(=O)N1CCCC1C(=O)NCC(OC)=O,292449,0
984,O(C)c1cc(OC)ccc1NC(=O)Nc1ccccc1C,303223,0
985,O=C1N(NC(=O)C2C(C)(C)C2(C)C)C(=O)c2c1cccc2,580434,0
986,s1cccc1C1=CC(=O)c2c(c(oc2C)C)C(OC)=C1,646649,0
987,S(CC(OC)=O)c1nc2c(cc1C#N)c(cc(c2)C)C,648917,0
988,Clc1cc(NC(OC(CNC(OC)=O)C)=O)ccc1,647215,0
989,Clc1ccc(NC(=O)N(CCOC)CCOC)cc1,304001,0
990,Fc1ccc(cc1)CC(NC(=O)c1ccccc1)C(O)=O,327999,0
991,S1C=C(n2nc(nc12)-c1ccccc1)CC(OCC)=O,327018,0
992,O=[N+]([O-])c1n2c(nc1-n1cc([N+](=O)[O-])nc1C)C=CC=C2,325418,0
993,P1(Oc2cc3c(cc2)cccc3)(=O)NC(=CC(=O)N1)C,312154,0
994,O(C)c1cc(Nc2ccc(cc2[N+](=O)[O-])C(O)=O)ccc1,299104,0
995,Fc1ccc(NCCC(=O)c2cc([N+](=O)[O-])ccc2)cc1,580285,0
996,Fc1cc(NCCC(=O)c2cc([N+](=O)[O-])ccc2)ccc1,580286,0
997,o1c(ccc1COc1ccc(cc1OC)CC=C)C(O)=O,580762,0
998,O=C1c2c(NC=C1C(=O)NCCCOCC)cc(cc2)C,648897,0
999,O(C)c1cc(ccc1O)C1N2CC3(CC(C2)(CN1C3)C)C,646070,0
1000,O(CC)c1ccc(cc1)CNC12CN3CN(C1)CN(C2)C3,651266,0
1001,Clc1c(NC(=O)CN2CCOCC2)cccc1Cl,649554,0
1002,Fc1cc(NC(=O)Nc2cc([N+](=O)[O-])ccc2C)ccc1,310951,0
1003,O(CC(=O)NC=1N(C)C(=O)N(C)C(=O)C=1)c1ccccc1,607301,0
1004,O1CCN(CC1)C(=O)COc1cc(-n2nnnc2)ccc1,652396,0
1005,s1c(ccc1[N+](=O)[O-])C1NC(=O)c2c(N1C)cccc2,328916,0
1006,Oc1ccc(cc1)-c1c2c(CCCC2)c(C#N)c(N)c1C#N,646706,0
1007,n1nc(Nc2cc3ncn(c3cc2)C)c2c(cccc2)c1C,649543,0
1008,Nc1ccc(N2CCN(CC2)C)cc1N1CCN(CC1)C,645450,0
1009,Clc1ccc(OCCNC(=O)c2ccc(cc2)C)cc1,595570,0
1010,S(c1c2nonc2c([N+](=O)[O-])cc1)c1[n+]([O-])cccc1,313619,0
1011,o1nc(C)c(C)c1NC(=O)Nc1cc([N+](=O)[O-])ccc1C,310223,0
1012,S(Nc1ccccc1C(O)=O)c1ccccc1[N+](=O)[O-],330590,0
1013,s1c(nnc1N(C(=O)c1oncc1)Cc1occc1)C,651818,0
1014,O=C1N(NC(=O)c2c1cccc2)CCC(OCC(C)C)=O,647169,0
1015,O=C1N(CC(C1)C(=O)NCCCOC)c1ccc(cc1)C,644881,0
1016,O1C(CN(CC1C)CCC(=O)Nc1cc(cc(c1)C)C)C,647735,0
1017,O=C1CC(CC(N)=C1CC=1C(=O)CC(CC=1N)(C)C)(C)C,300899,0
1018,Clc1ccc(cc1)-c1nc2c(n1C)NC(=O)N(C)C2=O,323337,0
1019,P(OC)(OC)(=O)C(Nc1ccccc1)c1ccccc1,602688,0
1020,O(C)c1cc(N2C(C)=C(CC2=O)C(OC)=O)ccc1OC,646063,0
1021,OCCN1CCN(CC1)c1nc2n(C=CC=C2)c1[N+](=O)[O-],325415,0
1022,O1C2C=CC13C(C2C(OCC)=O)C(=O)N(C3)C1CCCC1,651859,0
1023,O(C)c1ccc(NC(=O)CN2CCC(CC2)C(=O)N)cc1,648984,0
1024,Clc1ccccc1NC(=O)COc1ccc(OC)cc1,580289,0
1025,Clc1ccc(cc1)C(=O)Nc1cc(OC)ccc1OC,307426,0
1026,S(c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1nc(ccn1)C,325448,0
1027,O=C1N(C(=O)C2C1CC(=CC2)C)c1nc2c(cc1)cccc2,645406,0
1028,O1CCN(CC1)CCNC(=O)COc1cc(cc(c1)C)C,650107,0
1029,Clc1ccc(NC(=O)Nc2cc(SC)ccc2)cc1,303365,0
1030,[Br-].[n+]1(ccc(N(C)C)cc1)Cc1ccccc1,650664,0
1031,O=C(NCc1ccc(cc1)C)c1cc(-n2nnnc2)ccc1,644843,0
1032,S(=O)(=O)(Nc1nc(cc(OC)n1)C)c1ccc(cc1)C,649460,0
1033,O(CCCCCC)c1ccc(cc1)C(CC(O)=O)C(=O)N,651854,0
1034,n1(c2c(cccc2)c(C#N)c1CN1CCN(CC1)CC#N)C,580206,0
1035,s1c([N+](=O)[O-])cnc1NC(=O)c1cc([N+](=O)[O-])ccc1,298930,0
1036,O(C(=O)c1nc2c(cc1)cccc2)c1ccc([N+](=O)[O-])cc1,301065,0
1037,O(Cc1ccccc1)C(=O)NC(C(=O)NCC(OC)=O)C,294920,0
1038,O=C1N(C=Nc2c1cccc2)Cc1ccc(cc1)C(OC)=O,644885,0
1039,S(CC(O)=O)c1ncc(n1CCC)-c1ccc(F)cc1,651233,0
1040,O=C1N(c2c(cccc2)C1NC(=O)C)CCc1ccccc1,646107,0
1041,S1CN(CN(Cc2occc2)C1=S)Cc1occc1,332185,0
1042,n1c2c(n(CC)c1NCc1ccc(N(C)C)cc1)cccc2,652427,0
1043,Clc1nc(c2c(CC(SC2)(C)C)c1C#N)CCCC,619898,0
1044,o1nc(N)c(n1)-n1nnc(C(OCC)=O)c1CNC(C)C,647265,0
1045,O(C(=O)c1ccc(N)cc1)CCCc1[nH]c2c(n1)cccc2,651225,0
1046,S(CC(=O)Nc1ccc(F)cc1)c1nnnn1CCC,644910,0
1047,s1cccc1CNC(=O)C(OC(=O)c1sccc1)C,648929,0
1048,Clc1cccc(Cl)c1NC(=O)Nc1ccc(nc1)C,342499,0
1049,O(C(=O)Cn1c2c(nc1C(O)c1ccccc1)cccc2)C,626587,0
1050,O1CCN(CC1)C(=O)Nc1cc2oc3c(c2cc1)cccc3,650073,0
1051,s1c2c(CCCNC2=O)c(C(OCC)=O)c1NC(=O)C,646136,0
1052,S(=O)(=O)(CCSc1nccn1C)c1ccc(cc1)C,588101,0
1053,Clc1ncnc2c1cc(OCC)c(OCC)c2OCC,330473,0
1054,Clc1ccc(cc1)-c1nc(sc1)N1CCSCC1,626588,0
1055,Clc1cc(NC(OCc2cccnc2)=O)ccc1Cl,321719,0
1056,s1c(c(nc1N)-c1ccccc1)-c1ccc([N+](=O)[O-])cc1,626715,0
1057,s1c(nnc1N(C(=O)c1ncccc1)C)-c1ccncc1,646680,0
1058,s1c(nnc1N(C(=O)c1cccnc1)C)-c1cccnc1,651223,0
1059,OC(=O)C1CCCCC1C(=O)Nc1c2c(ccc1)cccc2,307341,0
1060,OC1(N(C2CCCCC2)C(=O)c2c1cccc2)c1[nH]ccn1,607941,0
1061,s1ccnc1NC(=O)NS(=O)(=O)c1ccc(cc1)C,324088,0
1062,S(=O)(=O)(NC1CCC(CC1)C(O)=O)c1ccc(cc1)C,318781,0
1063,S(c1c2c([nH]c1CCC(O)=O)cccc2)c1ccccc1,626785,0
1064,Clc1ccccc1NC(Oc1cc2c(cc1)cccc2)=O,303353,0
1065,Clc1ccc(S(=O)(=O)Nc2ccccc2OC)cc1,310128,0
1066,Brc1ccc(N2CC(CC2=O)C(O)=O)cc1C,607825,0
1067,O=C1N(OCc2ccccc2[N+](=O)[O-])C(=O)c2c1cccc2,341080,0
1068,o1cc(c2cc(O)ccc12)C(=O)c1cc(OC)ccc1OC,626866,0
1069,O=C1N2C(=NC=C1C(OCC)=O)C(=C1NCCCC1=C2)C#N,620094,0
1070,S1CCN=C1SC(=O)Nc1cc(OC)cc(OC)c1,327935,0
1071,Clc1cccc(Cl)c1-c1n2c(nn1)C=CC=C2Cl,627056,0
1072,Clc1ccc(cc1)C(=O)CC1=Nc2c(NC1=O)cccc2,587596,0
1073,Clc1ccc(cc1)C(=O)c1cn[nH]c1-c1ccccc1O,587597,0
1074,O1c2cc(C(=O)C)c(NC(=O)c3ncc(nc3)C)cc2OC1,646639,0
1075,O(Cc1ccccc1)C(=O)NC(CC(O)=O)c1ccccc1,304273,0
1076,O1c2c(CNc3cc(ccc13)C(OCC)=O)cccc2OC,339237,0
1077,s1c(C(OCC)=O)c(C)c(C(OCC)=O)c1NC(=O)C,291812,0
1078,S1CCN2C1=NC(=C(C#N)C2=O)c1ccc(OCC)cc1,627043,0
1079,O=C(NNC(=O)c1ccncc1)C12CC3CC(C1)CC(C2)C3,331252,0
1080,S1C(Nc2cc(ccc2)C)=C(C#N)C(=O)NC12CCCC2,330501,0
1081,O(C(CCCCCC)C)C(=O)Nc1c2c(ccc1)cccc2,347641,0
1082,O=C1NNC(C)=C1C(C(C#N)C(OCC)=O)c1cccnc1,645454,0
1083,FC(F)(F)c1cc(NC(=O)N(C)C2CCCCC2)ccc1,310439,0
1084,Fc1ccc(cc1)C(=O)N1CCC(O)(CC1)c1cccnc1,648337,0
1085,s1cccc1-c1nn(nn1)CC(=O)c1ccc(OC)cc1,650045,0
1086,s1c2cc(S(=O)(=O)C)ccc2nc1NC(=O)COC,650640,0
1087,n1c2n(N=C(C=N2)c2ccccc2)cc1-c1ccc(cc1)CC,627189,0
1088,S(=O)(=O)(n1ccnc1CC)c1cc2cc(ccc2cc1)C,647161,0
1089,Clc1cc2c(NC(=O)C([N+](=O)[O-])=C2c2ccccc2)cc1,627227,0
1090,S(=O)(=O)(CCC(=O)N1CCOCC1)c1ccc(F)cc1,588543,0
1091,o1cccc1C(OC(C(C)C)C(=O)NCc1ccccc1)=O,647241,0
1092,O=C1NC2C(NC1CC(=O)Nc1cc(ccc1)C)CCCC2,650614,0
1093,n1cc(ccc1)C1N(CCN1c1ccccc1)c1ccccc1,613908,0
1094,s1c(nnc1SCCOC)NC(=O)C1CCCCC1,648418,0
1095,S1CC(=O)N(Cc2occc2)C1=Nc1ccccc1OC,327073,0
1096,O(CC=C)c1ccc(NC(=O)C2CC(=O)N(C2)C(C)C)cc1,647236,0
1097,s1cccc1C(=O)N1CCN(S(=O)(=O)CCC)CC1,652970,0
1098,S(=O)(=O)(N1CCC(NC(=O)C2CCCCC2)CC1)CC,645503,0
1099,O(CC)C(=O)N1CN(CN(C1)C(OCC)=O)C(OCC)=O,345867,0
1100,O=C1C2=C(NC(=C1)c1ccccc1)NN(C2=O)c1ccccc1,343283,0
1101,O(Cc1ccccc1)c1ccc(cc1)C=Nc1ccc(O)cc1,332219,0
1102,O=C1NC(C(C(OCC)=O)=C(N1)C)c1ccc(N(C)C)cc1,332934,0
1103,o1c2cc(NC(=O)c3occc3)ccc2nc1-c1ccccc1,645452,0
1104,O(c1ccc(cc1)C(OCC)=O)c1nc(nc(OC)n1)NC,646098,0
1105,o1nc(nc1-c1ccncc1)C1=Cc2cc(ccc2NC1=O)C,646131,0
1106,S(CC(=O)Nc1nonc1N)c1[nH]c2cc(ccc2n1)C,601309,0
1107,O=C(Nc1ccc(NC(=O)C)cc1)c1c2c(ccc1)cccc2,306852,0
1108,Fc1ccccc1C(=O)NC1CC2N(C(C1)CCC2)CCC,644833,0
1109,o1cccc1CN(C(=O)Nc1cc([N+](=O)[O-])ccc1OC)C,315805,0
1110,S(CC(=O)Nc1nonc1OC)c1[nH]c2c(n1)cccc2,644825,0
1111,O1c2cc(ccc2OC1)C1n2nc(cc2-c2c(N1)cccc2)C,647737,0
1112,o1cccc1CNc1ncnc2n(ncc12)Cc1ccccc1,651202,0
1113,s1c(nnc1N(CC1OCCC1)C(=O)C)-c1nccnc1,648918,0
1114,O=C(N1CCCCC1)c1ccccc1-c1[nH]c2c(n1)cccc2,651781,0
1115,Clc1ccccc1C(=O)NCCOc1ccc(OC)cc1,602768,0
1116,S(c1nc2N(C)C(=O)N(C)C(=O)c2n1C)c1nccn1C,650036,0
1117,S(CC#N)c1nnc(n1-c1ccccc1)-c1cc(ccc1)C,646051,0
1118,S(c1nc(SC)ncc1C(OCC)=O)c1ccccc1,295703,0
1119,O(C(=O)C)c1cc2CC(Nc2cc1OC(=O)C)(C(OC)=O)C,334839,0
1120,S(c1nc2N(C)C(=O)N(C)C(=O)c2n1C)c1nncn1C,644848,0
1121,O(C)c1ccc(OC)cc1NC(=O)C1CCCCC1C(O)=O,646723,0
1122,O=C(NCc1cccnc1)c1nnn(c1)C(C)c1ccccc1,652936,0
1123,s1cccc1CNC(=O)C(OC(=O)c1occc1)C(C)C,645461,0
1124,Brc1ccc(NCCC(=O)c2oc(cc2)C)cc1,580106,0
1125,OC(=O)C(NC(=O)c1ccccc1)Cc1c2c([nH]c1)cccc2,294891,0
1126,O1C=2Nc3cc(C)c(cc3NC=2C(=O)C1c1cc(O)ccc1)C,341051,0
1127,S(=O)(=O)(N(C)C)c1cc(ccc1)C(=O)NCc1occc1,652389,0
1128,O=C(NCCNc1nc2c(cc1C#N)ccc(C)c2C)C1CC1,648434,0
1129,s1c(nnc1NC(=O)c1c(F)cccc1F)C(F)(F)F,330490,0
1130,O(C(=O)C(C(C[N+](=O)[O-])c1ccccc1)C(OCC)=O)CC,313659,0
1131,o1c(NCc2occc2)c(nc1COc1ccc(cc1)C)C#N,649571,0
1132,O(CC)c1ccc(NC(=O)c2cc(-n3nnnc3)ccc2)cc1,648414,0
1133,S(C1Cc2c(cccc2)C1=O)c1oc(nn1)-c1ncccc1,644928,0
1134,s1cnnc1NC(=O)C1c2c(Oc3c1cccc3)cccc2,646054,0
1135,O=C1N(CCN2CCCC2)C(=O)c2c3c1cc(N)cc3ccc2,328774,0
1136,S1CCN=C1SCC(=O)Nc1ccc(NC(=O)C)cc1,646147,0
1137,NC=1C(C#N)(C#N)C(C2C(=CCN(C2)C(C)C)C=1C#N)CCC,646114,0
1138,Fc1ccccc1Cn1nnc2c1nc(nc2NCC#C)CC,646630,0
1139,O1C2=C(C(c3c1cccc3)C=1C(=O)CCCC=1O)C(=O)CCC2,608147,0
1140,Oc1ccccc1-c1[nH]c2c3c(c4c(c2n1)cccc4)cccc3,332972,0
1141,O(CCn1c2c(nc1CCCO)cccc2)c1cc(ccc1)C,652963,0
1142,Brc1cc(C=Nc2ccc(Cl)cc2)c(O)cc1,305082,0
1143,O(C)c1ccc(NC(=O)c2ncc(nc2)C)cc1-n1nnnc1,647203,0
1144,O=C1N(CCN(CC)CC)C(=O)c2c3c1cc(N)cc3ccc2,328773,0
1145,O(CC)c1ccccc1Nc1ncccc1C(=O)N1CCCC1,649531,0
1146,N1C(=NC(N=C1c1ccccc1)c1ccccc1)c1ccccc1,347657,0
1147,O(C)c1ccc(cc1)CCNC=1n2ncnc2N=C(C)C=1CC,646118,0
1148,n1c(nc(nc1NC(C)C)NCC)N(Cc1ccccc1)C#N,651843,0
1149,S1CCN2C1=NC(=C(C#N)C2=O)c1ccc(cc1)C(C)(C)C,626649,0
1150,ClC1=C(N2CCN(CC2)C)C(=O)N(C1=O)C1CCCCC1,645488,0
1151,O(C(=O)c1nc(C(OC)=O)c(nc1C(OC)=O)C(OC)=O)C,291621,0
1152,S1C=CN(CC(=O)c2ccccc2)C1=NC(=O)c1occc1,646097,0
1153,P(=O)(N(C)C)(N(C)C)C(=Nc1ccc(OC)cc1)N(C)C,601051,0
1154,O=C(NCCCCCNC(=O)c1cccnc1)c1cccnc1,645417,0
1155,S(=O)(=O)(N1CCOCC1)c1ccc(cc1)CCNC(=O)C,650123,0
1156,O=C(NC1CCCC1CNC(=O)NC(C)(C)C)NC(C)(C)C,304902,0
1157,s1cc(-c2ccccc2)c(C(O)=O)c1NC(=O)c1occc1,647256,0
1158,s1cc(nc1Nc1ccc(cc1)C)C(=O)NCc1occc1,649469,0
1159,S(CC(OC)=O)c1nc(nc(n1)NCC)N1CCOCC1,650609,0
1160,s1nnc2cc(NC(=O)Nc3ccc(N(C)C)cc3)ccc12,647195,0
1161,OC(=O)C1C2CC(C=C2)C1C(=O)Nc1ccc(NC(=O)C)cc1,315845,0
1162,S(=O)(=O)(Nc1noc(c1)C)c1ccc(cc1)-c1ccccc1,653030,0
1163,s1cccc1C1N(OC2C1C(=O)N(C)C2=O)c1ccccc1,646715,0
1164,O(CCCNC(=O)Cn1cc(c2c1cccc2)C(=O)C1CC1)C,648985,0
1165,o1cccc1CNC(=O)C1CCN(CC1)c1nc(cnc1C)C,650681,0
1166,s1cccc1C(=O)N1CCN(CC1)C(=O)Cc1ccccc1,650106,0
1167,Clc1cc(NC(=O)CN2C(=O)CSC2=O)c(OC)cc1,651189,0
1168,O1c2n[nH]c(c2C(C(C#N)=C1N)c1ccncc1)-c1ccccc1,644923,0
1169,Fc1ccc(cc1)CNc1ncccc1C(=O)N1CCOCC1,645532,0
1170,s1cc2c(C(=O)N(N=C2C(OCC)=O)c2ccccc2)c1N,647821,0
1171,s1cccc1CC(=O)Nc1cc(OC)c(-n2nnnc2)cc1,647259,0
1172,O1CCN(CC1)C(=O)N1CCC(n2nnc3c2cccc3)CC1,650093,0
1173,S(CC(=O)N1CCOCC1)c1nnc(cc1)-c1ccccc1,650647,0
